model,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,logloss
LightGBM Baseline v4,0.5,0.8962136349781555,0.21050028264556248,0.7330216535433071,0.32707509881422925,0.9082236002225414,0.4890523489238537,0.2781588889517778
