model,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,logloss
v7 Final Best Ensemble,0.5,0.9546093406035154,0.40181268882175225,0.6550110810145284,0.4980807040539275,0.9292235986283748,0.5904929160174203,0.1620658171997332
