model,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,logloss
LightGBM Baseline v7 Final,0.5,0.9599773089037152,0.4429208090503942,0.6362964786998276,0.5222839818089945,0.9251932635582896,0.5977154532126074,0.13210843399656017
