model,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,logloss
LightGBM Baseline v5 From Raw Memory Safe,0.5,0.9167118230771836,0.25375170532060026,0.732824427480916,0.3769713091392742,0.9186201128728045,0.5435837987071017,0.24227888070587966
