model,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,logloss
LightGBM Baseline v6 From Raw Memory Safe,0.5,0.9376502861787517,0.3163163163163163,0.7003201181974883,0.4357952804167944,0.9198110685311772,0.5725053871378069,0.19317558387541092
