model,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,logloss
LightGBM Baseline v2,0.5,0.8895756426321672,0.19880568974771873,0.7290846456692913,0.3124209194432729,0.901471375739216,0.48803036237160563,0.29005036741695706
