threshold,accuracy,precision,recall,f1
0.5,0.8491296101872862,0.1462009362621534,0.6993110236220472,0.24184146704676
0.51,0.8549547871439699,0.1504841384475472,0.6921751968503937,0.24722063540888517
0.52,0.8611525044874183,0.15504222831254544,0.6820866141732284,0.25265460511324794
0.53,0.8677227622176313,0.1596089286766005,0.6668307086614174,0.25756783728555815
0.54,0.8737088088867816,0.16506172839506172,0.6579724409448819,0.26391630477694433
0.55,0.8800927964236123,0.17120343839541546,0.6468996062992126,0.27075180226570544
0.56,0.8863582483828361,0.17784356926466538,0.6355807086614174,0.2779212395093609
0.5700000000000001,0.8930978426524876,0.1863276670574443,0.625738188976378,0.28714995483288164
0.5800000000000001,0.9019880109730077,0.19956806910894256,0.6139271653543307,0.3012193649643849
0.5900000000000001,0.9113523216039557,0.2166489738145789,0.6026082677165354,0.3187142113482561
0.6000000000000001,0.9162715480746435,0.22603706142413696,0.5912893700787402,0.3270500170125893
0.6100000000000001,0.921123039929556,0.23639831359164826,0.5794783464566929,0.3358049336945672
0.6200000000000001,0.9256273918786195,0.2469440274501394,0.5666830708661418,0.3439880507841673
0.6300000000000001,0.9296237342093677,0.25753424657534246,0.5551181102362205,0.3518402994385527
0.6400000000000001,0.9335438750973685,0.2698528517572662,0.546013779527559,0.3611947586880443
0.6500000000000001,0.9374555491583973,0.28346148833572266,0.5351870078740157,0.3706228167334072
0.6600000000000001,0.9405967419649812,0.29505692863093586,0.5228838582677166,0.37724125687910526
0.6700000000000002,0.9434923967893792,0.3075221238938053,0.5130413385826772,0.3845444485429731
0.6800000000000002,0.945753039590883,0.3174380551659654,0.50123031496063,0.3887033679992367
0.6900000000000002,0.9482168862397128,0.33041322314049587,0.49187992125984253,0.3952936523630611
0.7000000000000002,0.9501727232702273,0.34173474708847557,0.483759842519685,0.40052969338901906
0.7100000000000002,0.9525095675144782,0.3568649249583102,0.47391732283464566,0.4071451220801184
0.7200000000000002,0.9539235276187896,0.36662795199380566,0.4660433070866142,0.4104008667388949
0.7300000000000002,0.9557438954177533,0.3813991433816031,0.46013779527559057,0.4170848667335787
0.7400000000000002,0.9574541944660819,0.3961081081081081,0.4507874015748031,0.4216825871791921
0.7500000000000002,0.9589443560131405,0.4104903078677309,0.44291338582677164,0.42608592732867795
0.7600000000000002,0.9608493920818234,0.431237721021611,0.43208661417322836,0.43166175024582104
0.7700000000000002,0.9626951603617029,0.4546899841017488,0.422244094488189,0.43786680275580503
0.7800000000000002,0.9645493954685542,0.4823021582733813,0.4124015748031496,0.44462130256002125
0.7900000000000003,0.9660818911504725,0.5090062111801242,0.4032972440944882,0.4500274574409665
0.8000000000000003,0.9676482541402784,0.5411724839037615,0.3929625984251969,0.45531004989308627
0.8100000000000003,0.9688251430893758,0.5703240058910162,0.3811515748031496,0.4569321533923304
0.8200000000000003,0.9698326954990348,0.5998405739338382,0.3703248031496063,0.4579339723109691
0.8300000000000003,0.9705439089646763,0.6264591439688716,0.35654527559055116,0.4544456641053787
0.8400000000000003,0.9711281200257391,0.6530898876404494,0.34325787401574803,0.45
0.8500000000000003,0.9715091272394757,0.6767830045523521,0.32923228346456695,0.4429730177122993
0.8600000000000003,0.9717461983946896,0.6970189701897019,0.31643700787401574,0.4352682348959215
0.8700000000000003,0.9721695397432858,0.726266744321491,0.3068405511811024,0.43141325030271577
0.8800000000000003,0.9723050089748366,0.7479674796747967,0.29429133858267714,0.4223909588557302
0.8900000000000003,0.9722203407051173,0.7650643195666892,0.2780511811023622,0.4078686157733261
0.9000000000000004,0.9722288075320893,0.7890855457227138,0.2632874015748031,0.3948339483394834
