model,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,logloss
LightGBM Baseline v3,0.5,0.8916923493751482,0.20349232232640305,0.7369586614173228,0.31892237248429345,0.9034263212264806,0.4852273250721828,0.2842238196291766
